src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.31.137,52.159.49.199,39584,443,6,2023-05-04 20:52:23,287916.0,375.10940691034887,6.946470498339793,3.4732352491698966,3.4732352491698966,1,1,54,54,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,501,2053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,1,1,54,54
103.107.199.50,192.168.31.137,443,52308,6,2023-05-04 20:52:24,2082348.0,126.77996185075693,1.9209085128902565,0.9604542564451283,0.9604542564451283,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,20,0,694116.0,2016094.0,17.0,935170.4466612847,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,11,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
192.168.31.248,224.0.0.251,5353,5353,17,2023-05-04 20:52:26,0.0,0,0,0,0,1,0,422,0,422.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,422,422,422.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,422.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,0.0,0,1,0,422,0
192.168.31.137,192.168.31.1,34085,53,17,2023-05-04 20:52:26,5108.0,36413.46906812843,391.5426781519186,195.7713390759593,195.7713390759593,1,1,85,101,85.0,85.0,85.0,0.0,101.0,101.0,101.0,0.0,101,85,93.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,93.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,101.0,0,1,1,85,101
192.168.31.137,192.168.31.1,42500,53,17,2023-05-04 20:52:26,5045.0,46580.77304261645,396.4321110009911,198.21605550049554,198.21605550049554,1,1,85,150,85.0,85.0,85.0,0.0,150.0,150.0,150.0,0.0,150,85,117.5,32.5,1056.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,117.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,150.0,0,1,1,85,150
192.168.31.137,20.205.243.168,35018,443,6,2023-05-04 20:52:26,594455.0,11016.813720130203,28.597623032862035,15.139918076221077,13.457704956640958,9,8,1447,5102,583.0,66.0,160.77777777777777,165.2787394930003,2878.0,66.0,637.75,953.025806313764,2878,66,385.2352941176471,706.0852747543412,498556.4152249135,180,160,20,4,37153.4375,329034.0,0.0,80915.39225942177,594455.0,427923.0,49.0,74306.875,135921.47371868574,540216.0,329034.0,0.0,77173.71428571429,108687.02084782482,0,0,0,0,1,0,0,0,0,0,0,0.8888888888888888,385.2352941176471,64240,67,55018.0,53130.0,53972.333333333336,784.0681659708478,230306.0,53492.0,98190.2,68241.87951514818,0.0,0.0,0.0,0.0,0.0,0.0,160.77777777777777,637.75,0,9,8,1447,5102
192.168.31.137,192.168.31.1,50357,53,17,2023-05-04 20:52:28,8360.0,38995.21531100479,239.23444976076556,119.61722488038278,119.61722488038278,1,1,103,223,103.0,103.0,103.0,0.0,223.0,223.0,223.0,0.0,223,103,163.0,60.0,3600.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,163.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,223.0,0,1,1,103,223
192.168.31.137,192.168.31.1,49542,53,17,2023-05-04 20:52:28,13679.0,27341.179910812192,146.2095182396374,73.1047591198187,73.1047591198187,1,1,103,271,103.0,103.0,103.0,0.0,271.0,271.0,271.0,0.0,271,103,187.0,84.0,7056.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,187.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,271.0,0,1,1,103,271
192.168.31.137,192.168.31.1,32903,53,17,2023-05-04 20:52:28,5879.0,51539.377445143735,340.1939105290015,170.09695526450076,170.09695526450076,1,1,116,187,116.0,116.0,116.0,0.0,187.0,187.0,187.0,0.0,187,116,151.5,35.5,1260.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,151.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,187.0,0,1,1,116,187
192.168.31.137,52.168.112.67,42706,443,6,2023-05-04 20:52:28,0.0,0,0,0,0,1,0,74,0,74.0,74.0,74.0,0.0,0.0,0.0,0.0,0.0,74,74,74.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,74.0,64240,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0,1,0,74,0
