src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.31.137,52.159.49.199,53294,443,6,2023-05-04 21:59:48,260197.0,415.0701199475782,7.686483702732929,3.8432418513664643,3.8432418513664643,1,1,54,54,54.0,54.0,54.0,0.0,54.0,54.0,54.0,0.0,54,54,54.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,54.0,501,2049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,54.0,0,1,1,54,54
52.159.49.199,192.168.31.137,443,34190,6,2023-05-04 21:59:48,0.0,0,0,0,0,1,0,54,0,54.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,54,54,54.0,0.0,0.0,20,0,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,54.0,2049,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0,1,0,54,0
103.107.199.50,192.168.31.137,443,52308,6,2023-05-04 21:59:48,4151840.0,63.5862653666808,0.9634282631315272,0.4817141315657636,0.4817141315657636,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,20,0,1383946.6666666667,4086642.0,20.0,1911279.3167330504,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,11,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
64.233.188.188,192.168.31.137,5228,54810,6,2023-05-04 21:59:49,8192532.0,177.96695820046844,0.7323743135821746,0.3661871567910873,0.3661871567910873,3,3,1260,198,420.0,420.0,420.0,0.0,66.0,66.0,66.0,0.0,420,66,243.0,177.0,31329.0,60,60,20,3,1638506.4,4198774.0,16.0,2007779.0013639051,8192516.0,4198792.0,3993724.0,4096258.0,102534.0,8192514.0,4198791.0,3993723.0,4096257.0,102534.0,0,0,0,0,1,0,0,0,0,0,0,1.0,243.0,265,1031,4198757.0,18.0,2099387.5,2099369.5,4198756.0,3993690.0,4096223.0,102533.0,0.0,0.0,0.0,0.0,0.0,0.0,420.0,66.0,0,3,3,1260,198
192.168.31.137,142.250.204.46,36116,443,6,2023-05-04 21:59:49,8592788.0,2767.7861946553317,8.14636646452816,2.909416594474343,5.236949870053817,25,45,11246,12537,1581.0,66.0,449.84,549.3254539887989,1452.0,66.0,278.6,370.745938765499,1581,66,339.75714285714287,450.40602113820717,202865.5838775511,500,900,20,19,124533.15942028986,3687107.0,0.0,603685.503214698,8567131.0,3709766.0,18.0,356963.7916666667,991055.7122340961,8540507.0,3785077.0,0.0,194102.43181818182,763549.0329021383,0,0,0,0,1,0,0,0,0,0,0,1.8,339.75714285714287,501,1045,3687058.0,42.0,497360.1176470588,1137706.5794505903,3664448.0,7278.0,445738.94736842107,1078552.7815280736,1703.0,4.0,1911.0,5.0,190321.85963343765,2468354.430379747,449.84,278.6,0,25,45,11246,12537
192.168.31.137,192.168.31.1,37189,53,17,2023-05-04 21:59:50,8066.0,26283.163897842795,247.95437639474335,123.97718819737167,123.97718819737167,1,1,98,114,98.0,98.0,98.0,0.0,114.0,114.0,114.0,0.0,114,98,106.0,8.0,64.0,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,106.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,114.0,0,1,1,98,114
192.168.31.137,192.168.31.1,42626,53,17,2023-05-04 21:59:50,8353.0,28851.909493595118,239.43493355680596,119.71746677840298,119.71746677840298,1,1,98,143,98.0,98.0,98.0,0.0,143.0,143.0,143.0,0.0,143,98,120.5,22.5,506.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,120.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,143.0,0,1,1,98,143
