src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
10.20.38.45,10.20.255.255,137,137,17,2023-05-04 14:53:14,9833050.0,93.56201788865103,1.0169784553114243,1.0169784553114243,0.0,10,0,920,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,80,0,8,10,1092561.111111111,2255946.0,716820.0,507236.48023874196,9833050.0,2255946.0,716820.0,1092561.111111111,507236.48023874196,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,810254.0,103020.0,514567.0,300125.12656001776,1539126.0,90937.0,633274.5,485014.2693298655,200.0,4.0,0.0,0.0,88.71016747148965,0.0,92.0,0.0,0,10,0,920,0
10.20.42.168,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,7068468.0,152.79124132697495,0.5658934863962035,0.5658934863962035,0.0,4,0,1080,0,302.0,214.0,270.0,36.22154055254967,0.0,0.0,0.0,0.0,302,214,270.0,36.22154055254967,1312.0,32,0,8,4,2356156.0,3488569.0,1535385.0,827273.6292936375,7068468.0,3488569.0,1535385.0,2356156.0,827273.6292936375,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,270.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0,4,0,1080,0
10.20.40.56,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,9726979.0,141.35940871261263,0.5140342135004096,0.5140342135004096,0.0,5,0,1375,0,504.0,133.0,275.0,174.2079217486966,0.0,0.0,0.0,0.0,504,133,275.0,174.2079217486966,30348.4,40,0,8,5,2431744.75,3168213.0,831277.0,943656.8562153233,9726979.0,3168213.0,831277.0,2431744.75,943656.8562153233,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,275.0,0,0,0.0,0.0,0.0,0.0,3069685.0,2336936.0,2703310.5,366374.5,0.0,0.0,0.0,0.0,0.0,0.0,275.0,0.0,0,5,0,1375,0
10.20.33.158,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,0.0,0,0,0,0,2,0,749,0,582.0,167.0,374.5,207.5,0.0,0.0,0.0,0.0,582,167,374.5,207.5,43056.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,374.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374.5,0.0,0,2,0,749,0
10.20.32.201,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,0.0,0,0,0,0,1,0,103,0,103.0,103.0,103.0,0.0,0.0,0.0,0.0,0.0,103,103,103.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,103.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,0.0,0,1,0,103,0
10.20.39.179,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,7886386.0,164.20702714779623,0.634003965821607,0.634003965821607,0.0,5,0,1295,0,292.0,127.0,259.0,66.0,0.0,0.0,0.0,0.0,292,127,259.0,66.0,4356.0,40,0,8,5,1971596.5,4088400.0,722179.0,1300999.5414661951,7886386.0,4088400.0,722179.0,1971596.5,1300999.5414661951,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,259.0,0,0,0.0,0.0,0.0,0.0,2130783.0,396011.0,1022100.0,660395.2342309869,0.0,0.0,0.0,0.0,0.0,0.0,259.0,0.0,0,5,0,1295,0
10.20.39.120,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,9219016.0,229.74252349708473,0.8677715712826618,0.8677715712826618,0.0,8,0,2118,0,420.0,196.0,264.75,75.11948815054586,0.0,0.0,0.0,0.0,420,196,264.75,75.11948815054586,5642.9375,64,0,8,8,1317002.2857142857,3070228.0,306857.0,904345.2095775807,9219016.0,3070228.0,306857.0,1317002.2857142857,904345.2095775807,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,264.75,0,0,0.0,0.0,0.0,0.0,1624809.0,820796.0,1125533.25,310400.9413946541,0.0,0.0,0.0,0.0,0.0,0.0,264.75,0.0,0,8,0,2118,0
192.168.1.24,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,8609328.0,84.67559837422851,1.0453777577065249,1.0453777577065249,0.0,9,0,729,0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81,81,81.0,0.0,0.0,72,0,8,9,1076166.0,3274018.0,0.0,1406567.5428938705,8609328.0,3274018.0,0.0,1076166.0,1406567.5428938705,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,81.0,0,0,3274018.0,2345.0,1638181.5,1635836.5,3271673.0,2967906.0,3119789.5,151883.5,156.0,4.0,0.0,0.0,20703.384207033843,0.0,81.0,0.0,0,9,0,729,0
192.168.1.24,192.168.1.255,137,137,17,2023-05-04 14:53:14,9419665.0,126.96842191309351,1.380091542533625,1.380091542533625,0.0,13,0,1196,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,104,0,8,13,784972.0833333334,2226524.0,2630.0,625997.3757148745,9419665.0,2226524.0,2630.0,784972.0833333334,625997.3757148745,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,1508168.0,4442.0,768554.2,491404.65275754157,1737594.0,107816.0,932011.8,596452.4361758949,275.0,5.5,0.0,0.0,116.78854436032366,0.0,92.0,0.0,0,13,0,1196,0
10.20.42.59,224.0.0.251,5353,5353,17,2023-05-04 14:53:14,8601013.0,271.1308540052201,1.2789191226661325,1.2789191226661325,0.0,11,0,2332,0,365.0,150.0,212.0,77.48430926205758,0.0,0.0,0.0,0.0,365,150,212.0,77.48430926205758,6003.818181818182,88,0,8,11,860101.3,1739823.0,291526.0,471888.0739806951,8601013.0,1739823.0,291526.0,860101.3,471888.07398069516,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,212.0,0,0,826914.0,213307.0,553122.6666666666,254817.3163350996,1333397.0,112001.0,679838.2,411548.18628510565,0.0,0.0,0.0,0.0,0.0,0.0,212.0,0.0,0,11,0,2332,0
