src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
0.0.0.0,255.255.255.255,68,67,17,2023-05-04 14:41:27,9522235.0,431.4113230769877,1.2602083439444627,1.2602083439444627,0.0,12,0,4108,0,346.0,336.0,342.3333333333333,2.68741924943285,0.0,0.0,0.0,0.0,346,336,342.3333333333333,2.68741924943285,7.222222222222224,96,0,8,12,865657.7272727273,3686487.0,0.0,1061363.1083508595,9522235.0,3686487.0,0.0,865657.7272727273,1061363.1083508595,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,342.3333333333333,0,0,0.0,0.0,0.0,0.0,3379112.0,104903.0,1166587.6,1301675.7748617127,2406.0,8.0,0.0,0.0,1021.3108435535165,0.0,342.3333333333333,0.0,0,12,0,4108,0
10.20.42.89,10.20.255.255,137,137,17,2023-05-04 14:41:27,7890712.0,81.61494171882082,0.8871189317263132,0.8871189317263132,0.0,7,0,644,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,56,0,8,7,1315118.6666666667,1745479.0,727371.0,391724.17118199664,7890712.0,1745479.0,727371.0,1315118.6666666667,391724.17118199664,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,0.0,0.0,0.0,0.0,727371.0,7339.0,349095.8,309210.27856098185,0.0,0.0,0.0,0.0,0.0,0.0,92.0,0.0,0,7,0,644,0
10.20.42.89,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,7374160.0,131.81162328997473,1.627303991234256,1.627303991234256,0.0,12,0,972,0,81.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,81,81,81.0,0.0,0.0,96,0,8,12,670378.1818181818,2259120.0,0.0,824904.137472384,7374160.0,2259120.0,0.0,670378.1818181818,824904.1374723841,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,81.0,0,0,2259120.0,87.0,1271217.8,813898.2337131345,2259120.0,1016585.0,1474500.0,557881.9328391985,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0,12,0,972,0
10.20.39.235,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,213775.0,1595.1350719214126,9.355630920360191,9.355630920360191,0.0,2,0,341,0,209.0,132.0,170.5,38.5,0.0,0.0,0.0,0.0,209,132,170.5,38.5,1482.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,170.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.5,0.0,0,2,0,341,0
10.20.35.56,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,205987.0,2271.988038080073,9.709350590085782,9.709350590085782,0.0,2,0,468,0,332.0,136.0,234.0,98.0,0.0,0.0,0.0,0.0,332,136,234.0,98.0,9604.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,234.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,0,2,0,468,0
10.20.39.171,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,9428763.0,217.95011710443885,0.8484676091656986,0.8484676091656986,0.0,8,0,2055,0,464.0,202.0,256.875,82.9132641680449,0.0,0.0,0.0,0.0,464,202,256.875,82.9132641680449,6874.609375,64,0,8,8,1346966.142857143,3072055.0,503489.0,852389.7465880313,9428763.0,3072055.0,503488.99999999994,1346966.142857143,852389.7465880313,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,256.875,0,0,2559171.0,425495.0,1492333.0,1066838.0,3072055.0,205053.0,1208739.5,1130497.2592727724,758.0,4.0,0.0,0.0,389.6457051327854,0.0,256.875,0.0,0,8,0,2055,0
10.20.39.120,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,9734893.0,264.7178556559379,0.8217861254355852,0.8217861254355852,0.0,8,0,2577,0,924.0,225.0,322.125,227.8055297287579,0.0,0.0,0.0,0.0,924,225,322.125,227.8055297287579,51895.359375,64,0,8,8,1390699.0,2455943.0,312396.0,748525.2779522069,9734893.0,2455943.0,312396.0,1390699.0,748525.2779522069,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,322.125,0,0,0.0,0.0,0.0,0.0,2155339.0,300604.0,1055906.3333333333,795332.1087429802,0.0,0.0,0.0,0.0,0.0,0.0,322.125,0.0,0,8,0,2577,0
192.168.1.24,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,9115711.0,737.6275970135517,9.543962067248513,9.543962067248513,0.0,87,0,6724,0,81.0,69.0,77.28735632183908,4.18785338801056,0.0,0.0,0.0,0.0,81,69,77.28735632183908,4.18785338801056,17.538115999471525,696,0,8,87,105996.63953488372,1120449.0,0.0,217961.89319011988,9115711.0,1120449.0,0.0,105996.63953488372,217961.89319011988,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,77.28735632183908,0,0,1118146.0,83111.0,320773.08,284930.38585225266,1119901.0,81609.0,308086.3214285714,280683.0312363108,1023.3333333333334,29.0,0.0,0.0,440.5107456641618,0.0,77.28735632183908,0.0,0,87,0,6724,0
192.168.1.24,192.168.1.255,137,137,17,2023-05-04 14:41:27,9831154.0,973.2326438991802,10.578615694556305,10.578615694556305,0.0,104,0,9568,0,92.0,92.0,92.0,0.0,0.0,0.0,0.0,0.0,92,92,92.0,0.0,0.0,832,0,8,104,95448.09708737864,613135.0,0.0,153603.13683333137,9831154.0,613135.0,0.0,95448.09708737864,153603.13683333137,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,92.0,0,0,613135.0,3924.9999999999995,257743.77777777778,183097.4573145726,610808.0,5843.0,204620.0,171127.45356832075,5200.0,104.0,0.0,0.0,528.9307847278153,0.0,92.0,0.0,0,104,0,9568,0
10.20.35.163,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,8399492.0,246.0863109340422,1.071493371265786,1.071493371265786,0.0,9,0,2067,0,424.0,108.0,229.66666666666666,138.72594886642113,0.0,0.0,0.0,0.0,424,108,229.66666666666666,138.72594886642113,19244.88888888889,72,0,8,9,1049936.5,4199426.0,1213.0,1334445.185120112,8399492.0,4199426.0,1213.0,1049936.5,1334445.185120112,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.0,229.66666666666666,0,0,614510.0,610114.0,612312.0,2198.0,2147948.0,305956.0,1084810.0,773508.1897446206,925.0,7.0,0.0,0.0,430.51529655755314,0.0,229.66666666666666,0.0,0,9,0,2067,0
10.20.0.1,255.255.255.255,67,68,17,2023-05-04 14:41:27,8189814.999999999,167.03674014614495,0.48841152089516066,0.48841152089516066,0.0,4,0,1368,0,342.0,342.0,342.0,0.0,0.0,0.0,0.0,0.0,342,342,342.0,0.0,0.0,32,0,8,4,2729938.3333333335,4197419.0,303255.0,1728425.2238245336,8189815.0,4197419.0,303255.0,2729938.3333333335,1728425.2238245334,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,342.0,0,0,0.0,0.0,0.0,0.0,3385886.0,303255.0,1399139.6666666667,1407333.022041415,0.0,0.0,0.0,0.0,0.0,0.0,342.0,0.0,0,4,0,1368,0
10.20.38.70,224.0.0.251,5353,5353,17,2023-05-04 14:41:27,9623019.0,49.77647867057106,0.2078349840107351,0.2078349840107351,0.0,2,0,479,0,367.0,112.0,239.5,127.5,0.0,0.0,0.0,0.0,367,112,239.5,127.5,16256.25,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,239.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.5,0.0,0,2,0,479,0
