src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.31.137,103.107.199.50,52308,443,6,2023-05-04 22:11:21,4731090.0,55.80109446237548,0.8454711282178102,0.4227355641089051,0.4227355641089051,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,20,0,1577030.0,4662588.0,17.0,2181998.028608795,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,11,0.0,0.0,0.0,0.0,4594103.0,68485.0,2331294.0,2262809.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
52.159.49.199,192.168.31.137,443,57238,6,2023-05-04 22:11:22,409174.0,11894.695166359545,9.775792205760874,4.887896102880437,4.887896102880437,2,2,982,3885,928.0,54.0,491.0,437.0,2850.0,1035.0,1942.5,907.5,2850,54,1216.75,1016.8459507221337,1033975.6875,40,40,20,1,136391.33333333334,405112.0,381.0,190018.9815436576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,1216.75,2049,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.0,1942.5,0,2,2,982,3885
192.168.31.118,224.0.0.251,5353,5353,17,2023-05-04 22:11:22,3887499.0,61.73635028587788,0.514469585715649,0.514469585715649,0.0,2,0,240,0,120.0,120.0,120.0,0.0,0.0,0.0,0.0,0.0,120,120,120.0,0.0,0.0,16,0,8,2,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,120.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0,2,0,240,0
142.251.220.42,192.168.31.137,443,48178,6,2023-05-04 22:11:24,25572.0,13178.476458626623,156.4210855623338,78.2105427811669,78.2105427811669,2,2,205,132,139.0,66.0,102.5,36.5,66.0,66.0,66.0,0.0,139,66,84.25,31.60992723813201,999.1875,40,40,20,1,8524.0,25381.0,10.0,11919.90343920621,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,84.25,270,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.5,66.0,0,2,2,205,132
