src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.31.248,224.0.0.251,5353,5353,17,2023-05-04 20:48:56,0.0,0,0,0,0,1,0,581,0,581.0,581.0,581.0,0.0,0.0,0.0,0.0,0.0,581,581,581.0,0.0,0.0,8,0,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,581.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0,0.0,0,1,0,581,0
192.168.31.137,192.168.31.1,50558,53,17,2023-05-04 20:48:58,10721.0,26210.241581941984,186.54976214905327,93.27488107452663,93.27488107452663,1,1,88,193,88.0,88.0,88.0,0.0,193.0,193.0,193.0,0.0,193,88,140.5,52.5,2756.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,140.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,193.0,0,1,1,88,193
192.168.31.137,13.76.178.255,57714,443,6,2023-05-04 20:48:58,222935.0,44874.06643191962,98.68347276111871,53.82734877879203,44.856123982326686,12,10,2974,7030,1316.0,54.0,247.83333333333334,356.03951871792106,5987.0,54.0,703.0,1762.211281316744,5987,54,454.72727272727275,1237.760263974563,1532050.47107438,240,200,20,6,10615.952380952382,55894.0,0.0,20904.330741729984,170576.0,55905.0,102.0,15506.90909090909,23675.6464880708,169942.0,56409.0,0.0,18882.444444444445,25627.9178332758,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333334,454.72727272727275,64240,2051,55690.0,52772.0,53863.0,1299.9879486620891,55673.0,52072.0,53487.0,1332.4400549368065,0.0,0.0,425.0,4.0,0.0,185751.74825174824,247.83333333333334,703.0,0,12,10,2974,7030
103.107.199.50,192.168.31.137,443,52308,6,2023-05-04 20:48:59,2085001.9999999998,126.61858357929634,1.918463387565096,0.959231693782548,0.959231693782548,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,20,0,695000.6666666666,2018545.0,13.0,936280.040431043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,11,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
52.159.49.199,192.168.31.137,443,39584,6,2023-05-04 20:48:59,307377.0,7020.694456644446,9.76000156160025,6.5066677077335,3.25333385386675,2,1,469,1689,415.0,54.0,234.5,180.5,1689.0,1689.0,1689.0,0.0,1689,54,719.3333333333334,701.3179656110977,491846.8888888888,40,20,20,1,153688.5,303842.0,3535.0,150153.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,719.3333333333334,2049,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.5,1689.0,0,2,1,469,1689
192.168.31.137,192.168.31.1,58502,53,17,2023-05-04 20:49:01,6839.0,41965.19959058342,292.4404152653897,146.22020763269484,146.22020763269484,1,1,90,197,90.0,90.0,90.0,0.0,197.0,197.0,197.0,0.0,197,90,143.5,53.5,2862.25,8,8,8,1,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,143.5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,197.0,0,1,1,90,197
192.168.31.137,13.78.37.235,59534,443,6,2023-05-04 20:49:01,303824.0,29408.473326662806,49.37068829322239,29.622412975933436,19.748275317288957,9,6,2406,6529,1096.0,54.0,267.3333333333333,331.87782223114715,6047.0,54.0,1088.1666666666667,2217.842451322656,6047,54,595.6666666666666,1481.6612148381137,2195319.955555555,180,120,20,5,21701.714285714286,101096.0,0.0,40609.53343987199,303824.0,101111.0,55.0,37978.0,48134.22001030036,204483.0,101325.0,0.0,40896.6,49320.74074301805,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666666,595.6666666666666,64240,2053,100911.0,99055.0,99983.0,928.0,100942.0,97827.0,99326.0,1274.3816801361618,0.0,0.0,0.0,0.0,0.0,0.0,267.3333333333333,1088.1666666666667,0,9,6,2406,6529
