src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwe_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
117.18.232.200,192.168.31.137,443,49682,6,2023-05-04 20:30:25,27376.0,17424.021040327294,219.17007597895966,146.11338398597312,73.05669199298656,4,2,345,132,123.0,66.0,86.25,23.370654676324325,66.0,66.0,66.0,0.0,123,66,79.5,21.33658829335187,455.25,80,40,20,2,5475.2,27201.0,0.0,10862.975492930102,27376.0,27376.0,0.0,9125.333333333334,12905.170161175283,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,79.5,135,501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.25,66.0,0,4,2,345,132
192.168.31.137,142.250.204.78,36199,443,17,2023-05-04 20:30:25,702948.0,7992.056311419906,29.874186995339628,14.225803331114108,15.648383664225518,10,11,3084,2534,1288.0,71.0,308.4,469.9040753175056,635.0,65.0,230.36363636363637,211.49608753195014,1288,65,267.5238095238095,360.6893689335437,130096.82086167799,80,88,8,10,35147.4,202438.0,0.0,59506.848423857904,659203.0,247967.0,58.0,73244.77777777778,87148.31399628487,657419.0,252062.0,0.0,65741.9,87487.22399807873,0,0,0,0,1,0,0,0,0,0,0,1.1,267.5238095238095,0,0,202309.0,19445.0,125692.5,78779.7616793171,196456.0,18292.0,78073.57142857143,64658.90877488719,0.0,0.0,0.0,0.0,0.0,0.0,308.4,230.36363636363637,0,10,11,3084,2534
192.168.31.137,172.217.31.14,37697,443,17,2023-05-04 20:30:26,92495.0,30477.32309854587,86.49116168441537,43.24558084220769,43.24558084220769,4,4,1959,860,1288.0,74.0,489.75,495.310193212294,438.0,66.0,215.0,156.86777871825686,1288,66,352.375,392.22663649349465,153841.734375,32,32,8,4,13213.57142857143,29678.0,0.0,12106.83926968723,71023.0,44984.0,46.0,23674.333333333332,18418.977936417163,62771.0,47581.0,0.0,20923.666666666668,19843.455517849932,0,0,0,0,1,0,0,0,0,0,0,1.0,352.375,0,0,29562.0,46.0,14804.0,14758.0,29632.0,25877.0,27754.5,1877.5,0.0,0.0,0.0,0.0,0.0,0.0,489.75,215.0,0,4,4,1959,860
192.168.31.137,172.217.24.106,46774,443,6,2023-05-04 20:30:26,23711.0,5567.036396609169,84.34903631226014,42.17451815613007,42.17451815613007,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,172.217.24.99,44096,443,6,2023-05-04 20:30:27,21133.0,6246.155302134103,94.63871669900156,47.31935834950078,47.31935834950078,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
54.216.252.255,192.168.31.137,443,39246,6,2023-05-04 20:30:28,410800.0,642.6484907497565,9.737098344693282,4.868549172346641,4.868549172346641,2,2,132,132,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,40,40,20,0,136933.33333333334,372211.0,46.0,167107.131458302,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,58,501,0.0,0.0,0.0,0.0,333668.0,38497.0,186082.5,147585.5,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,2,2,132,132
192.168.31.137,107.155.6.130,49228,443,6,2023-05-04 20:30:28,24201.0,5454.320069418619,82.64121317300938,41.32060658650469,41.32060658650469,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,172.217.31.14,54548,443,6,2023-05-04 20:30:28,22118.0,5967.989872502035,90.42408897730355,45.21204448865178,45.21204448865178,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,108.177.97.101,33632,443,6,2023-05-04 20:30:28,33930.0,3890.362511052166,58.944886531093424,29.472443265546712,29.472443265546712,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,172.217.24.238,52662,443,6,2023-05-04 20:30:31,30911.0,4270.324479958591,64.70188605997865,32.350943029989324,32.350943029989324,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,64.233.188.188,54810,5228,6,2023-05-04 20:30:31,37835.0,3488.8330910532577,52.86110744020087,26.430553720100434,26.430553720100434,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,566,265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
192.168.31.137,104.22.0.242,42634,443,6,2023-05-04 20:30:32,33449.0,3946.306317079733,59.792519955753534,29.896259977876767,29.896259977876767,1,1,66,66,66.0,66.0,66.0,0.0,66.0,66.0,66.0,0.0,66,66,66.0,0.0,0.0,20,20,20,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,1.0,66.0,501,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,0,1,1,66,66
